CASENUM	VEH_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MVISOBSC
201210432623	1	27.146	1	2	3	2	3	0
201210432623	2	27.146	1	2	3	2	3	0
201210432628	1	54.292	1	5	3	2	3	0
201210432628	2	54.292	1	5	3	2	3	0
201210432637	1	108.584	1	6	2	2	3	0
201210432654	1	89.85326	1	5	10	2	3	0
201210432654	2	89.85326	1	5	10	2	3	0
201210432654	3	89.85326	1	5	10	2	3	0
201210432656	1	89.85326	1	3	10	2	3	0
201210432657	1	269.55978	1	4	10	2	3	0
201210432657	2	269.55978	1	4	10	2	3	0
201210432658	1	89.85326	1	6	10	2	3	0
201210432662	1	107.77342	1	6	4	2	3	0
201210432662	2	107.77342	1	6	4	2	3	0
201210432666	1	217.168	1	4	3	2	3	0
201210432690	1	217.168	1	4	1	2	3	98
201210432690	2	217.168	1	4	1	2	3	98
201210432697	1	108.584	1	6	1	2	3	0
201210432699	1	108.584	1	6	3	2	3	0
201210432701	1	217.168	1	4	3	2	3	0
201210432701	2	217.168	1	4	3	2	3	0
201210432710	1	217.168	1	4	3	2	3	0
201210432710	2	217.168	1	4	3	2	3	0
201210432711	1	54.292	1	5	3	2	3	0
201210432711	2	54.292	1	5	3	2	3	0
201210432711	3	54.292	1	5	3	2	3	0
201210432718	1	54.292	1	5	2	2	3	97
201210432718	2	54.292	1	5	2	2	3	97
201210432725	1	108.584	1	6	2	2	3	0
201210432725	2	108.584	1	6	2	2	3	0
201210432726	1	217.168	1	4	2	2	3	0
201210432726	2	217.168	1	4	2	2	3	0
201210432730	1	98.56061	1	6	6	2	3	0
201210432733	1	246.401525	1	4	6	2	3	0
201210432733	2	246.401525	1	4	6	2	3	0
201210432734	1	98.56061	1	6	6	2	3	0
201210432738	1	49.280305	1	5	6	2	3	0
201210432741	1	246.401525	1	4	6	2	3	0
201210432742	1	98.56061	1	6	6	2	3	0
201210432748	1	246.401525	1	4	6	2	3	0
201210432748	2	246.401525	1	4	6	2	3	0
201210432749	1	98.56061	1	6	6	2	3	0
201210432753	1	49.280305	1	5	6	2	3	0
201210432754	1	49.280305	1	5	6	2	3	0
201210432754	2	49.280305	1	5	6	2	3	0
201210432755	1	98.56061	1	6	6	2	3	0
201210432759	1	98.56061	1	6	6	2	3	0
201210432764	1	269.55978	1	4	10	2	3	0
201210432766	1	89.85326	1	6	10	2	3	0
201210432767	1	89.85326	1	1	10	2	3	0
201210432768	1	89.85326	1	6	10	2	3	0
201210432768	2	89.85326	1	6	10	2	3	0
201210432768	3	89.85326	1	6	10	2	3	0
201210432769	1	89.85326	1	6	10	2	3	0
201210432770	1	89.85326	1	6	10	2	3	0
201210432771	1	89.85326	1	6	10	2	3	0
201210432774	1	269.55978	1	4	10	2	3	0
201210432774	2	269.55978	1	4	10	2	3	0
201210432774	3	269.55978	1	4	10	2	3	0
201210432776	1	89.85326	1	6	10	2	3	0
201210432776	2	89.85326	1	6	10	2	3	0
201210432777	1	89.85326	1	5	10	2	3	0
201210432777	2	89.85326	1	5	10	2	3	0
201210432777	3	89.85326	1	5	10	2	3	0
201210432780	1	54.292	1	5	1	2	3	98
201210432781	1	54.292	1	5	2	2	3	0
201210432789	1	27.146	1	1	2	2	3	0
201210432790	1	108.584	1	6	1	2	3	0
201210432790	2	108.584	1	6	1	2	3	0
201210432791	1	108.584	1	6	2	2	3	0
201210432791	2	108.584	1	6	2	2	3	0
201210432793	1	27.146	1	1	2	2	3	0
201210432793	2	27.146	1	1	2	2	3	0
201210432807	1	49.280305	1	1	6	2	3	0
201210432808	1	98.56061	1	6	6	2	3	0
201210432810	1	246.401525	1	4	6	2	3	0
201210432810	2	246.401525	1	4	6	2	3	0
201210432811	1	98.56061	1	6	6	2	3	0
201210432812	1	27.146	1	2	3	2	3	0
201210432812	2	27.146	1	2	3	2	3	0
201210432814	1	98.56061	1	6	6	2	3	0
201210432817	1	49.280305	1	5	6	2	3	2
201210432820	1	98.56061	1	6	6	2	3	0
201210432825	1	98.56061	1	6	6	2	3	0
201210432827	1	49.280305	1	5	6	2	3	0
201210432827	2	49.280305	1	5	6	2	3	0
201210432828	1	108.584	1	6	3	2	3	0
201210432828	2	108.584	1	6	3	2	3	0
201210432833	1	215.54684	1	4	4	2	3	0
201210432833	2	215.54684	1	4	4	2	3	0
201210432838	1	54.292	1	5	3	2	3	0
201210432839	1	53.88671	1	5	4	2	3	0
201210432840	1	107.77342	1	6	4	2	3	0
201210432840	2	107.77342	1	6	4	2	3	0
201210432840	3	107.77342	1	6	4	2	3	0
201210432840	4	107.77342	1	6	4	2	3	0
201210432841	1	217.168	1	4	3	2	3	0
201210432841	2	217.168	1	4	3	2	3	0
201210432844	1	215.54684	1	4	4	2	3	0
201210432844	2	215.54684	1	4	4	2	3	0
201210432850	1	215.54684	1	4	4	2	3	7
201210432850	2	215.54684	1	4	4	2	3	0
201210432852	1	27.146	1	3	3	2	3	0
201210432855	1	107.77342	1	6	4	2	3	0
201210432855	2	107.77342	1	6	4	2	3	0
201210432856	1	53.88671	1	5	4	2	3	0
201210432857	1	215.54684	1	4	4	2	3	0
201210432857	2	215.54684	1	4	4	2	3	0
201210432862	1	107.77342	1	6	4	2	3	0
201210432863	1	53.88671	1	5	4	2	3	0
201210432863	2	53.88671	1	5	4	2	3	0
201210432864	1	215.54684	1	4	4	2	3	0
201210432925	1	217.168	1	4	1	2	3	0
201210432925	2	217.168	1	4	1	2	3	0
201210432930	1	108.584	1	6	1	2	3	1
201210432936	1	54.292	1	5	3	2	3	0
201210432936	2	54.292	1	5	3	2	3	0
201210432942	1	115.047462	1	6	9	2	3	0
201210432944	2	230.094924	1	4	9	2	3	0
201210432949	1	230.094924	1	4	9	2	3	0
201210432949	2	230.094924	1	4	9	2	3	0
201210432951	1	57.523731	1	5	9	2	3	0
201210432951	2	57.523731	1	5	9	2	3	0
201210432953	1	57.523731	1	5	9	2	3	0
201210432955	1	115.047462	1	6	9	2	3	0
201210432956	1	230.094924	1	4	9	2	3	0
201210432956	2	230.094924	1	4	9	2	3	0
201210432958	1	57.523731	1	5	9	2	3	0
201210432960	1	115.047462	1	6	9	2	3	0
201210432963	1	230.094924	1	4	9	2	3	0
201210432963	2	230.094924	1	4	9	2	3	0
201210432965	1	57.523731	1	3	9	2	3	0
201210432965	2	57.523731	1	3	9	2	3	0
201210432967	1	115.047462	1	6	9	2	3	0
201210432971	1	98.56061	1	6	6	2	3	0
201210432972	1	246.401525	1	4	6	2	3	0
201210432974	1	49.280305	1	5	6	2	3	0
201210432974	2	49.280305	1	5	6	2	3	0
201210432977	1	98.56061	1	6	6	2	3	0
201210432980	1	49.280305	1	5	6	2	3	0
201210432980	2	49.280305	1	5	6	2	3	0
201210432982	1	98.56061	1	6	6	2	3	0
201210432983	1	49.280305	1	5	6	2	3	0
201210433004	1	54.292	1	5	1	2	3	0
201210433004	2	54.292	1	5	1	2	3	0
201210433009	1	217.168	1	4	2	2	3	0
201210433009	2	217.168	1	4	2	2	3	0
201210433010	1	108.584	1	6	2	2	3	97
201210433010	2	108.584	1	6	2	2	3	0
201210433020	1	54.292	1	5	3	2	3	0
201210433020	2	54.292	1	5	3	2	3	0
201210433022	1	217.168	1	4	3	2	3	0
201210433022	2	217.168	1	4	3	2	3	0
201210433028	1	27.146	1	2	3	2	3	0
201210433028	2	27.146	1	2	3	2	3	0
201210433044	1	269.55978	1	4	10	2	3	0
201210433044	2	269.55978	1	4	10	2	3	0
201210433048	1	89.85326	1	6	10	2	3	0
201210433049	1	89.85326	1	5	10	2	3	2
201210433049	2	89.85326	1	5	10	2	3	0
201210433050	1	89.85326	1	6	10	2	3	0
201210433051	1	269.55978	1	4	10	2	3	0
201210433054	1	89.85326	1	6	10	2	3	0
201210433055	1	89.85326	1	6	10	2	3	0
201210433056	1	89.85326	1	6	10	2	3	0
201210433056	2	89.85326	1	6	10	2	3	0
201210433057	1	89.85326	1	6	10	2	3	0
201210433057	2	89.85326	1	6	10	2	3	0
201210433058	1	89.85326	1	6	10	2	3	0
201210433059	1	215.54684	1	4	4	2	3	0
201210433061	1	53.88671	1	5	4	2	3	0
201210433065	1	107.77342	1	6	4	2	3	0
201210433068	1	215.54684	1	4	4	2	3	0
201210433068	2	215.54684	1	4	4	2	3	0
201210433070	1	98.56061	1	6	6	2	3	0
201210433071	1	246.401525	1	4	6	2	3	0
201210433086	1	217.168	1	4	3	2	3	0
201210433086	2	217.168	1	4	3	2	3	0
201210433091	1	108.584	1	6	3	2	3	0
201210433092	1	54.292	1	5	3	2	3	0
201210433092	2	54.292	1	5	3	2	3	0
201210433097	1	217.168	1	4	1	2	3	0
201210433097	2	217.168	1	4	1	2	3	0
201210433104	1	108.584	1	6	1	2	3	0
201210433104	2	108.584	1	6	1	2	3	0
201210433127	1	215.54684	1	4	4	2	3	0
201210433127	2	215.54684	1	4	4	2	3	0
201210433131	1	215.54684	1	4	4	2	3	0
201210433131	2	215.54684	1	4	4	2	3	0
201210433134	1	107.77342	1	6	4	2	3	0
201210433134	2	107.77342	1	6	4	2	3	0
201210433136	1	49.280305	1	5	6	2	3	0
201210433136	2	49.280305	1	5	6	2	3	0
201210433141	1	246.401525	1	4	6	2	3	0
201210433143	1	98.56061	1	6	6	2	3	0
201210433144	1	49.280305	1	5	6	2	3	0
201210433146	1	98.56061	1	6	6	2	3	0
201210433146	2	98.56061	1	6	6	2	3	0
201210433148	1	98.56061	1	6	6	2	3	0
201210433151	1	49.280305	1	1	6	2	3	0
201210433152	1	49.280305	1	5	6	2	3	0
201210433152	2	49.280305	1	5	6	2	3	0
201210433164	1	27.146	1	1	1	2	3	0
201210433164	2	27.146	1	1	1	2	3	0
201210433168	1	108.584	1	6	1	2	3	0
201210433173	1	217.168	1	4	3	2	3	0
201210433173	2	217.168	1	4	3	2	3	0
201210433184	1	269.55978	1	4	10	2	3	0
201210433186	1	89.85326	1	6	10	2	3	0
201210433190	1	53.88671	1	5	4	2	3	0
201210433191	1	215.54684	1	4	4	2	3	0
201210433191	2	215.54684	1	4	4	2	3	0
201210433194	1	53.88671	1	3	4	2	3	0
201210433199	1	54.292	1	5	1	2	3	0
201210433202	1	217.168	1	4	1	2	3	0
201210433214	1	217.168	1	4	2	2	3	0
201210433214	2	217.168	1	4	2	2	3	0
201210433216	1	27.146	1	2	2	2	3	0
201210433216	2	27.146	1	2	2	2	3	0
201210433217	1	54.292	1	5	2	2	3	0
201210433220	1	108.584	1	6	3	2	3	0
201210433222	1	217.168	1	4	3	2	3	0
201210433222	2	217.168	1	4	3	2	3	0
201210433225	1	230.094924	1	4	9	2	3	0
201210433225	2	230.094924	1	4	9	2	3	0
201210433230	1	230.094924	1	4	9	2	3	0
201210433232	1	115.047462	1	6	9	2	3	0
201210433236	1	115.047462	1	6	9	2	3	0
201210433236	2	115.047462	1	6	9	2	3	0
201210433236	3	115.047462	1	6	9	2	3	0
201210433237	1	230.094924	1	4	9	2	3	0
201210433237	2	230.094924	1	4	9	2	3	0
201210433240	1	57.523731	1	1	9	2	3	0
201210433242	1	57.523731	1	3	9	2	3	0
201210433243	1	57.523731	1	5	9	2	3	0
201210433245	1	115.047462	1	6	9	2	3	0
201210433246	1	230.094924	1	4	9	2	3	0
201210433247	1	57.523731	1	5	9	2	3	2
201210433247	2	57.523731	1	5	9	2	3	0
201210433252	1	230.094924	1	4	9	2	3	0
201210433253	1	57.523731	1	2	9	2	3	0
201210433253	2	57.523731	1	2	9	2	3	0
201210433254	1	115.047462	1	6	9	2	3	0
201210433256	1	98.56061	1	6	6	2	3	0
201210433258	1	49.280305	1	3	6	2	3	0
201210433258	2	49.280305	1	3	6	2	3	0
201210433260	1	49.280305	1	5	6	2	3	0
201210433260	2	49.280305	1	5	6	2	3	0
201210433261	1	49.280305	1	1	6	2	3	0
201210433263	1	246.401525	1	4	6	2	3	0
201210433266	1	98.56061	1	6	6	2	3	0
201210433268	1	98.56061	1	6	6	2	3	0
201210433271	1	246.401525	1	4	6	2	3	0
201210433271	2	246.401525	1	4	6	2	3	0
201210433272	1	49.280305	1	2	6	2	3	0
201210433272	2	49.280305	1	2	6	2	3	0
201210433274	1	98.56061	1	6	6	2	3	0
201210433276	1	98.56061	1	6	6	2	3	0
201210433291	1	217.168	1	4	3	2	3	0
201210433291	2	217.168	1	4	3	2	3	0
201210433297	1	27.146	1	1	1	2	3	0
201210433298	1	27.146	1	2	1	2	3	0
201210433305	1	246.401525	1	4	6	2	3	0
201210433305	2	246.401525	1	4	6	2	3	0
201210433307	1	98.56061	1	6	6	2	3	0
201210433312	1	98.56061	1	6	6	2	3	0
201210433313	1	49.280305	1	5	6	2	3	0
201210433315	1	246.401525	1	4	6	2	3	0
201210433318	1	98.56061	1	6	6	2	3	0
201210433326	1	215.54684	1	4	4	2	3	0
201210433328	1	107.77342	1	6	4	2	3	0
201210433328	2	107.77342	1	6	4	2	3	0
201210433330	1	107.77342	1	6	4	2	3	0
201210433335	1	269.55978	1	4	10	2	3	0
201210433335	2	269.55978	1	4	10	2	3	99
201210433336	1	89.85326	1	6	10	2	3	0
201210433337	1	89.85326	1	6	10	2	3	0
201210433338	1	89.85326	1	6	10	2	3	0
201210433338	2	89.85326	1	6	10	2	3	0
201210433339	1	89.85326	1	6	10	2	3	0
201210433339	2	89.85326	1	6	10	2	3	0
201210433340	1	89.85326	1	6	10	2	3	0
201210433342	1	89.85326	1	5	10	2	3	0
201210433343	1	89.85326	1	6	10	2	3	0
201210433343	2	89.85326	1	6	10	2	3	0
201210433344	1	89.85326	1	5	10	2	3	0
201210433344	2	89.85326	1	5	10	2	3	6
201210433345	1	89.85326	1	6	10	2	3	0
201210433346	1	89.85326	1	6	10	2	3	0
201210433365	1	108.584	1	6	1	2	3	0
201210433365	2	108.584	1	6	1	2	3	0
201210433369	1	217.168	1	4	1	2	3	0
201210433369	2	217.168	1	4	1	2	3	0
201210433375	1	27.146	1	3	3	2	3	0
201210433375	2	27.146	1	3	3	2	3	0
201210433377	1	54.292	1	5	3	2	3	0
201210433378	1	217.168	1	4	3	2	3	0
201210433378	2	217.168	1	4	3	2	3	0
201210433380	1	49.280305	1	1	6	2	3	0
201210433381	1	246.401525	1	4	6	2	3	0
201210433381	2	246.401525	1	4	6	2	3	0
201210433382	1	49.280305	1	5	6	2	3	2
201210433382	2	49.280305	1	5	6	2	3	0
201210433383	1	98.56061	1	6	6	2	3	0
201210433386	1	108.584	1	6	2	2	3	0
201210433404	1	27.146	1	1	1	2	3	0
201210433404	2	27.146	1	1	1	2	3	0
201210433406	1	54.292	1	5	1	2	3	0
201210433412	1	27.146	1	2	3	2	3	0
201210433412	2	27.146	1	2	3	2	3	0
201210433413	1	27.146	1	1	3	2	3	0
201210433413	2	27.146	1	1	3	2	3	0
201210433418	1	89.85326	1	6	10	2	3	0
201210433418	2	89.85326	1	6	10	2	3	0
201210433418	3	89.85326	1	6	10	2	3	0
201210433419	1	89.85326	1	5	10	2	3	0
201210433420	1	89.85326	1	6	10	2	3	0
201210433420	2	89.85326	1	6	10	2	3	0
201210433422	1	215.54684	1	4	4	2	3	0
201210433426	1	107.77342	1	6	4	2	3	7
201210433426	2	107.77342	1	6	4	2	3	0
201210433427	1	215.54684	1	4	4	2	3	0
201210433427	2	215.54684	1	4	4	2	3	0
201210433430	1	49.280305	1	5	6	2	3	0
201210433434	1	49.280305	1	5	6	2	3	0
201210433434	2	49.280305	1	5	6	2	3	0
201210433434	3	49.280305	1	5	6	2	3	0
201210433437	1	246.401525	1	4	6	2	3	0
201210433437	2	246.401525	1	4	6	2	3	0
201210433439	1	98.56061	1	6	6	2	3	0
201210433439	2	98.56061	1	6	6	2	3	0
201210433468	1	217.168	1	4	1	2	3	98
201210433470	1	108.584	1	6	1	2	3	0
201210433476	1	108.584	1	6	1	2	3	0
201210433478	1	27.146	1	1	1	2	3	0
201210433482	1	108.584	1	6	2	2	3	0
201210433485	1	217.168	1	4	2	2	3	0
201210433495	1	217.168	1	4	3	2	3	0
201210433495	2	217.168	1	4	3	2	3	0
201210433501	1	27.146	1	2	3	2	3	0
201210433505	1	27.146	1	2	3	2	3	0
201210433505	2	27.146	1	2	3	2	3	0
201210433507	1	217.168	1	4	3	2	3	0
201210433507	2	217.168	1	4	3	2	3	0
201210433509	1	108.584	1	6	3	2	3	0
201210433519	1	53.88671	1	3	4	2	3	0
201210433521	1	107.77342	1	6	4	2	3	0
201210433521	2	107.77342	1	6	4	2	3	0
201210433524	1	215.54684	1	4	4	2	3	0
201210433524	2	215.54684	1	4	4	2	3	0
201210433525	1	53.88671	1	5	4	2	3	0
201210433527	1	269.55978	1	4	10	2	3	97
201210433527	2	269.55978	1	4	10	2	3	0
201210433527	3	269.55978	1	4	10	2	3	0
201210433527	4	269.55978	1	4	10	2	3	0
201210433528	1	89.85326	1	6	10	2	3	0
201210433529	1	89.85326	1	6	10	2	3	0
201210433530	1	89.85326	1	2	10	2	3	0
201210433530	2	89.85326	1	2	10	2	3	0
201210433534	1	269.55978	1	4	10	2	3	0
201210433534	2	269.55978	1	4	10	2	3	0
201210433544	1	89.85326	1	3	10	2	3	0
201210433566	1	108.584	1	6	1	2	3	0
201210433567	1	27.146	1	2	1	2	3	98
201210433570	1	27.146	1	1	1	2	3	98
201210433570	2	27.146	1	1	1	2	3	98
201210433571	1	54.292	1	5	1	2	3	0
201210433571	2	54.292	1	5	1	2	3	0
201210433575	1	54.292	1	5	2	2	3	0
201210433575	2	54.292	1	5	2	2	3	0
201210433583	1	108.584	1	6	2	2	3	0
201210433583	2	108.584	1	6	2	2	3	0
201210433587	1	27.146	1	2	3	2	3	0
201210433588	1	217.168	1	4	3	2	3	0
201210433593	1	54.292	1	5	3	2	3	0
201210433593	2	54.292	1	5	3	2	3	0
201210433593	3	54.292	1	5	3	2	3	0
201210433595	1	107.77342	1	6	4	2	3	0
201210433600	1	215.54684	1	4	4	2	3	0
201210433604	1	215.54684	1	4	4	2	3	0
201210433604	2	215.54684	1	4	4	2	3	0
201210433607	1	246.401525	1	4	6	2	3	0
201210433607	2	246.401525	1	4	6	2	3	0
201210433609	1	98.56061	1	6	6	2	3	95
201210433614	1	246.401525	1	4	6	2	3	0
201210433614	2	246.401525	1	4	6	2	3	0
201210433614	3	246.401525	1	4	6	2	3	0
201210433615	1	49.280305	1	2	6	2	3	0
201210433615	2	49.280305	1	2	6	2	3	0
201210433620	1	98.56061	1	6	6	2	3	0
201210433620	2	98.56061	1	6	6	2	3	0
201210433622	1	246.401525	1	4	6	2	3	0
201210433622	2	246.401525	1	4	6	2	3	0
201210433623	1	98.56061	1	6	6	2	3	0
201210433623	2	98.56061	1	6	6	2	3	0
201210433624	1	49.280305	1	5	6	2	3	0
201210433627	1	49.280305	1	1	6	2	3	0
201210433627	2	49.280305	1	1	6	2	3	0
201210433628	1	49.280305	1	5	6	2	3	0
201210433644	1	98.56061	1	6	6	2	3	0
201210433649	1	246.401525	1	4	6	2	3	0
201210433652	1	98.56061	1	6	6	2	3	2
201210433653	1	49.280305	1	5	6	2	3	0
201210433653	2	49.280305	1	5	6	2	3	0
201210433660	1	217.168	1	4	3	2	3	0
201210433660	2	217.168	1	4	3	2	3	0
201210433665	1	54.292	1	5	1	2	3	0
201210433665	2	54.292	1	5	1	2	3	0
201210433668	1	108.584	1	6	1	2	3	0
201210433671	1	54.292	1	5	1	2	3	0
201210433671	2	54.292	1	5	1	2	3	0
201210433671	3	54.292	1	5	1	2	3	0
201210433671	4	54.292	1	5	1	2	3	0
201210433674	1	217.168	1	4	1	2	3	0
201210433675	1	27.146	1	3	1	2	3	7
201210433675	2	27.146	1	3	1	2	3	0
201210433678	1	269.55978	1	4	10	2	3	0
201210433678	2	269.55978	1	4	10	2	3	0
201210433680	1	89.85326	1	5	10	2	3	0
201210433682	1	269.55978	1	4	10	2	3	0
201210433682	2	269.55978	1	4	10	2	3	0
201210433683	1	89.85326	1	5	10	2	3	0
201210433689	1	246.401525	1	4	6	2	3	0
201210433689	2	246.401525	1	4	6	2	3	0
201210433704	1	89.85326	1	2	10	2	3	0
201210433704	2	89.85326	1	2	10	2	3	0
201210433704	3	89.85326	1	2	10	2	3	0
201210433706	1	49.280305	1	2	6	2	3	0
201210433706	2	49.280305	1	2	6	2	3	0
201210433707	1	98.56061	1	6	6	2	3	6
201210433707	2	98.56061	1	6	6	2	3	0
201210433709	1	49.280305	1	3	6	2	3	0
201210433709	2	49.280305	1	3	6	2	3	0
201210433711	1	49.280305	1	3	6	2	3	0
201210433712	1	49.280305	1	1	6	2	3	0
201210433712	2	49.280305	1	1	6	2	3	0
201210433714	1	107.77342	1	6	4	2	3	0
201210433717	1	215.54684	1	4	4	2	3	0
201210433717	2	215.54684	1	4	4	2	3	0
201210433726	1	217.168	1	4	3	2	3	0
201210433726	2	217.168	1	4	3	2	3	0
201210433733	1	108.584	1	6	3	2	3	0
201210433733	2	108.584	1	6	3	2	3	0
201210433747	1	108.584	1	6	1	2	3	98
201210433766	1	98.56061	1	6	6	2	3	0
201210433768	1	246.401525	1	4	6	2	3	0
201210433768	2	246.401525	1	4	6	2	3	0
201210433769	1	98.56061	1	6	6	2	3	0
201210433771	1	49.280305	1	5	6	2	3	0
201210433774	1	49.280305	1	2	6	2	3	0
201210433774	2	49.280305	1	2	6	2	3	0
201210433775	1	49.280305	1	5	6	2	3	0
201210433776	1	98.56061	1	6	6	2	3	0
201210433776	2	98.56061	1	6	6	2	3	0
201210433776	3	98.56061	1	6	6	2	3	0
201210433778	1	49.280305	1	5	6	2	3	6
201210433778	2	49.280305	1	5	6	2	3	0
201210433780	1	246.401525	1	4	6	2	3	0
201210433780	2	246.401525	1	4	6	2	3	0
201210433784	1	49.280305	1	5	6	2	3	0
201210433794	1	54.292	1	5	3	2	3	0
201210433794	2	54.292	1	5	3	2	3	0
201210433795	1	217.168	1	4	3	2	3	6
201210433795	2	217.168	1	4	3	2	3	0
201210433797	1	108.584	1	6	3	2	3	0
201210433797	2	108.584	1	6	3	2	3	0
201210433797	3	108.584	1	6	3	2	3	0
201210433799	1	27.146	1	3	3	2	3	0
201210433808	1	217.168	1	4	3	2	3	0
201210433808	2	217.168	1	4	3	2	3	0
201210433809	1	54.292	1	5	3	2	3	0
201210433809	2	54.292	1	5	3	2	3	0
201210433818	1	89.85326	1	6	10	2	3	0
201210433820	1	89.85326	1	6	10	2	3	0
201210433821	1	89.85326	1	6	10	2	3	0
201210433822	1	269.55978	1	4	10	2	3	0
201210433822	2	269.55978	1	4	10	2	3	0
201210433823	1	89.85326	1	2	10	2	3	0
201210433823	2	89.85326	1	2	10	2	3	0
201210433828	1	107.77342	1	6	4	2	3	99
201210433830	1	217.168	1	4	2	2	3	0
201210433843	1	27.146	1	1	1	2	3	0
201210433843	2	27.146	1	1	1	2	3	0
201210433844	1	217.168	1	4	1	2	3	0
201210433844	2	217.168	1	4	1	2	3	0
201210433845	1	108.584	1	6	1	2	3	0
201210433845	2	108.584	1	6	1	2	3	0
201210433848	1	54.292	1	5	1	2	3	0
201210433865	1	49.280305	1	5	6	2	3	0
201210433865	2	49.280305	1	5	6	2	3	0
201210433867	1	98.56061	1	6	6	2	3	0
201210433872	1	107.77342	1	6	4	2	3	0
201210433873	1	53.88671	1	5	4	2	3	0
201210433873	2	53.88671	1	5	4	2	3	0
201210433874	1	53.88671	1	5	4	2	3	0
201210433874	2	53.88671	1	5	4	2	3	0
201210433877	1	215.54684	1	4	4	2	3	0
201210433877	2	215.54684	1	4	4	2	3	0
201210433878	1	107.77342	1	6	4	2	3	0
201210433878	2	107.77342	1	6	4	2	3	0
201210433881	1	89.85326	1	6	10	2	3	0
201210433881	2	89.85326	1	6	10	2	3	0
201210433881	3	89.85326	1	6	10	2	3	0
201210433882	1	89.85326	1	6	10	2	3	0
201210433882	2	89.85326	1	6	10	2	3	0
201210433883	1	89.85326	1	5	10	2	3	0
201210433883	2	89.85326	1	5	10	2	3	0
201210433884	1	89.85326	1	3	10	2	3	0
201210433887	1	108.584	1	6	3	2	3	0
201210433887	2	108.584	1	6	3	2	3	0
201210433889	1	217.168	1	4	3	2	3	0
201210433889	2	217.168	1	4	3	2	3	0
201210433895	1	108.584	1	6	2	2	3	0
201210433895	2	108.584	1	6	2	2	3	0
201210433903	1	108.584	1	6	1	2	3	0
201210433904	1	217.168	1	4	1	2	3	0
201210433904	2	217.168	1	4	1	2	3	0
201210433905	1	54.292	1	5	1	2	3	0
201210433905	2	54.292	1	5	1	2	3	0
201210433908	1	54.292	1	5	1	2	3	0
201210433918	1	217.168	1	4	1	2	3	0
201210433918	2	217.168	1	4	1	2	3	0
201210433924	1	269.55978	1	4	10	2	3	0
201210433924	2	269.55978	1	4	10	2	3	0
201210433927	1	89.85326	1	6	10	2	3	0
201210433927	2	89.85326	1	6	10	2	3	0
201210433928	1	269.55978	1	4	10	2	3	0
201210433928	2	269.55978	1	4	10	2	3	0
201210433930	1	98.56061	1	6	6	2	3	0
201210433931	1	49.280305	1	5	6	2	3	0
201210433931	2	49.280305	1	5	6	2	3	0
201210433932	1	246.401525	1	4	6	2	3	0
201210433932	2	246.401525	1	4	6	2	3	0
201210433935	1	49.280305	1	5	6	2	3	0
201210433935	2	49.280305	1	5	6	2	3	0
201210433936	1	49.280305	1	3	6	2	3	0
201210433939	1	49.280305	1	3	6	2	3	0
201210433939	2	49.280305	1	3	6	2	3	0
201210433941	1	246.401525	1	4	6	2	3	0
201210433942	1	98.56061	1	6	6	2	3	0
201210433942	2	98.56061	1	6	6	2	3	0
201210433943	1	49.280305	1	5	6	2	3	0
201210433949	1	53.88671	1	2	4	2	3	0
201210433949	2	53.88671	1	2	4	2	3	0
201210433949	3	53.88671	1	2	4	2	3	0
201210433951	1	107.77342	1	6	4	2	3	0
201210433951	2	107.77342	1	6	4	2	3	0
201210433952	1	53.88671	1	5	4	2	3	0
201210433953	1	215.54684	1	4	4	2	3	99
201210433957	1	53.88671	1	3	4	2	3	0
201210433961	1	54.292	1	5	3	2	3	0
201210433964	1	217.168	1	4	3	2	3	0
201210433964	2	217.168	1	4	3	2	3	0
201210433977	1	217.168	1	4	2	2	3	0
201210433984	1	54.292	1	5	2	2	3	0
201210433984	2	54.292	1	5	2	2	3	0
201210433995	1	108.584	1	6	1	2	3	0
201210434001	1	54.292	1	5	1	2	3	2
201210434001	2	54.292	1	5	1	2	3	0
201210434004	1	89.85326	1	1	10	2	3	0
201210434009	1	98.56061	1	6	6	2	3	0
201210434009	2	98.56061	1	6	6	2	3	0
201210434012	1	49.280305	1	3	6	2	3	0
201210434013	1	246.401525	1	4	6	2	3	0
201210434023	1	217.168	1	4	2	2	3	0
201210434023	2	217.168	1	4	2	2	3	0
201210434027	1	108.584	1	6	1	2	3	0
201210434030	1	217.168	1	4	1	2	3	0
201210434041	1	217.168	1	4	1	2	3	0
201210434045	1	27.146	1	3	1	2	3	0
201210434064	1	217.168	1	4	3	2	3	0
201210434064	2	217.168	1	4	3	2	3	0
201210434074	1	108.584	1	6	3	2	3	0
201210434074	2	108.584	1	6	3	2	3	0
201210434077	1	27.146	1	2	3	2	3	0
201210434078	1	27.146	1	1	3	2	3	0
201210434078	2	27.146	1	1	3	2	3	0
201210434078	3	27.146	1	1	3	2	3	0
201210434081	1	98.56061	1	6	6	2	3	0
201210434081	2	98.56061	1	6	6	2	3	0
201210434082	1	246.401525	1	4	6	2	3	0
201210434089	1	215.54684	1	4	4	2	3	0
201210434089	2	215.54684	1	4	4	2	3	0
201210434093	1	89.85326	1	6	10	2	3	0
201210434093	2	89.85326	1	6	10	2	3	0
201210434094	1	89.85326	1	6	10	2	3	0
201210434095	1	269.55978	1	4	10	2	3	0
201210434105	1	108.584	1	6	1	2	3	0
201210434113	1	217.168	1	4	1	2	3	0
