CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MTM_CRSH
201218400972	0	1	3	2	3	4	72	13	2
201218400972	0	1	3	2	3	4	72	13	3
201218400975	0	1	3	2	3	4	72	13	0
201218400978	0	1	3	2	3	4	72	13	7
201218400981	0	1	3	2	3	4	72	13	0
201218400984	0	1	3	2	3	4	72	13	0
201218401205	0	1	3	2	3	6	72	13	0
201218401211	0	1	3	2	3	6	72	13	0
201218401214	0	1	3	2	3	6	72	13	1
201218401217	0	1	3	2	3	6	72	13	4
201218401369	0	1	3	2	3	1	72	13	0
201218401375	0	1	3	2	3	1	72	13	12
201218401378	0	1	3	2	3	1	72	13	0
201218401384	0	1	3	2	3	1	72	13	0
201218401539	0	1	3	2	3	2	72	13	0
201218401542	0	1	3	2	3	2	72	13	0
201218401545	0	1	3	2	3	2	72	13	0
201218401548	0	1	3	2	3	2	72	13	0
201218401651	0	1	3	2	3	3	72	13	2
201218401660	0	1	3	2	3	3	72	13	1
201218401768	0	1	3	2	3	4	72	13	0
201218401771	0	1	3	2	3	4	72	13	20
201218401774	0	1	3	2	3	4	72	13	0
201218401807	0	1	45	2	4	4	72	13	99
201218401819	0	1	3	2	3	1	72	13	0
201218401920	0	1	3	2	3	3	72	13	98
201218402047	0	1	3	2	3	6	72	13	1
201218402050	0	1	3	2	3	6	72	13	3
201218402600	0	1	3	2	3	1	72	13	98
201218402603	0	1	3	2	3	1	72	13	0
201218402618	0	1	3	2	3	1	72	13	2
201218402618	0	1	3	2	3	1	72	13	3
201218402742	0	1	3	2	3	6	72	13	9
201218402745	0	1	3	2	3	6	72	13	0
201218402748	0	1	3	2	3	6	72	13	1
201218402751	0	1	3	2	3	6	72	13	0
201218402818	0	1	3	2	3	4	72	13	0
201218402818	0	2	3	2	3	4	72	13	0
201218402833	0	1	3	2	3	4	72	13	1
201218402908	0	1	1	2	2	3	72	13	99
201218402914	0	1	3	2	3	3	72	13	99
201218402917	0	1	3	2	3	3	72	13	0
201218402920	0	1	3	2	3	3	72	13	0
201218402923	0	1	3	2	3	3	72	13	0
201218403021	0	1	3	2	3	2	72	13	0
201218403021	0	2	3	2	3	2	72	13	0
201218403024	0	1	3	2	3	2	72	13	99
201218403810	0	1	3	2	3	6	72	13	0
201218403813	0	1	3	2	3	6	72	13	7
201218403825	0	1	3	2	3	6	72	13	0
201218403938	0	1	3	2	3	4	72	13	2
201218403938	0	1	3	2	3	4	72	13	3
201218403941	0	1	3	2	3	4	72	13	0
201218403944	0	1	3	2	3	4	72	13	0
201218403947	0	1	3	2	3	4	72	13	0
201218403950	0	1	3	2	3	4	72	13	0
201218403953	0	1	3	2	3	4	72	13	0
201218403959	0	1	3	2	3	4	72	13	0
201218403962	0	1	3	2	3	4	72	13	0
201218403962	0	2	3	2	3	4	72	13	0
201218403965	0	1	3	2	3	4	72	13	0
201218403968	0	1	3	2	3	4	72	13	0
201218404094	0	1	3	2	3	3	72	13	0
201218404097	0	1	3	2	3	3	72	13	0
201218404106	0	1	3	2	3	3	72	13	0
201218404109	0	1	3	2	3	3	72	13	2
201218404202	0	1	3	2	3	2	72	13	0
201218404205	0	1	3	2	3	2	72	13	2
201218404211	0	1	3	2	3	2	72	13	0
201218404214	0	1	3	2	3	2	72	13	1
201218404337	0	1	3	2	3	1	72	13	0
201218404348	0	1	3	2	3	1	72	13	0
201218404351	0	1	3	2	3	1	72	13	0
201218404354	0	1	3	2	3	1	72	13	0
201218404363	0	1	3	2	3	1	72	13	2
201218404363	0	1	3	2	3	1	72	13	3
201218404369	0	1	3	2	3	1	72	13	1
201218404369	0	1	3	2	3	1	72	13	12
201218404372	0	1	3	2	3	1	72	13	1
201218404375	0	1	3	2	3	1	72	13	0
201218404456	0	1	45	2	4	1	72	13	0
201218404587	0	1	3	2	3	2	72	13	0
201218404702	0	1	3	2	3	4	72	13	2
201218404702	0	1	3	2	3	4	72	13	3
201218404775	0	1	3	2	3	6	72	13	1
201218404880	0	1	3	2	3	1	72	13	0
201218404883	0	1	3	2	3	1	72	13	0
201218404886	0	1	3	2	3	1	72	13	10
201218404889	0	1	3	2	3	1	72	13	99
201218404895	0	1	3	2	3	1	72	13	2
201218404895	0	1	3	2	3	1	72	13	3
201218404898	0	1	3	2	3	1	72	13	0
201218404898	0	2	3	2	3	1	72	13	0
201218404993	0	1	3	2	3	2	72	13	2
201218404993	0	1	3	2	3	2	72	13	3
201218404999	0	1	3	2	3	2	72	13	2
201218405017	0	1	45	2	4	2	72	13	0
201218405061	0	1	1	2	2	3	72	13	0
201218405067	0	1	3	2	3	3	72	13	0
201218405079	0	1	3	2	3	3	72	13	0
201218405082	0	1	3	2	3	3	72	13	9
201218405088	0	1	3	2	3	3	72	13	7
201218405150	0	1	3	2	3	4	72	13	0
201218405153	0	1	3	2	3	4	72	13	0
201218405156	0	1	3	2	3	4	72	13	0
201218405159	0	1	3	2	3	4	72	13	0
201218405162	0	1	3	2	3	4	72	13	0
201218405168	0	1	3	2	3	4	72	13	0
201218405171	0	1	3	2	3	4	72	13	7
201218405171	0	2	3	2	3	4	72	13	7
201218405248	0	1	3	2	3	6	72	13	0
201218405251	0	1	3	2	3	6	72	13	0
201218405254	0	1	3	2	3	6	72	13	0
201218405260	0	1	3	2	3	6	72	13	0
201218405263	0	1	3	2	3	6	72	13	2
201218406029	0	1	3	2	3	6	72	13	0
201218406032	0	1	3	2	3	6	72	13	1
201218406032	0	1	3	2	3	6	72	13	2
201218406129	0	1	3	2	3	4	72	13	0
201218406135	0	1	3	2	3	4	72	13	0
201218406144	0	1	3	2	3	4	72	13	0
201218406237	0	1	3	2	3	3	72	13	2
201218406237	0	1	3	2	3	3	72	13	3
201218406240	0	1	3	2	3	3	72	13	0
201218406246	0	1	3	2	3	3	72	13	0
201218406261	0	1	3	2	3	3	72	13	2
201218406261	0	1	3	2	3	3	72	13	3
201218406358	0	1	3	2	3	2	72	13	0
201218406483	0	1	3	2	3	1	72	13	0
201218406486	0	1	3	2	3	1	72	13	0
201218406489	0	1	3	2	3	1	72	13	0
201218406495	0	1	3	2	3	1	72	13	0
201218406498	0	1	3	2	3	1	72	13	0
201218406501	0	1	3	2	3	1	72	13	12
201218406919	0	1	3	2	3	4	72	13	0
201218406919	0	2	3	2	3	4	72	13	0
201218406919	0	3	3	2	3	4	72	13	0
201218407274	0	1	1	2	2	6	72	13	0
201218407278	0	1	3	2	3	6	72	13	1
201218407284	0	1	3	2	3	6	72	13	0
201218407284	0	2	3	2	3	6	72	13	0
201218407376	0	1	3	2	3	4	72	13	0
201218407379	0	1	3	2	3	4	72	13	1
201218407382	0	1	3	2	3	4	72	13	1
201218407497	0	1	3	2	3	3	72	13	0
201218407500	0	1	3	2	3	3	72	13	1
201218407500	0	1	3	2	3	3	72	13	2
201218407503	0	1	3	2	3	3	72	13	0
201218407506	0	1	3	2	3	3	72	13	1
201218407506	0	1	3	2	3	3	72	13	2
201218407509	0	1	3	2	3	3	72	13	0
201218407731	0	1	3	2	3	1	72	13	0
201218407734	0	1	3	2	3	1	72	13	1
201218407929	0	1	3	2	3	1	72	13	0
201218407932	0	1	3	2	3	1	72	13	1
201218407932	0	1	3	2	3	1	72	13	2
201218407938	0	1	3	2	3	1	72	13	0
201218408038	0	1	3	2	3	2	72	13	0
201218408135	0	1	3	2	3	3	72	13	0
201218408138	0	1	3	2	3	3	72	13	0
201218408141	0	1	3	2	3	3	72	13	7
201218408144	0	1	3	2	3	3	72	13	0
201218408147	0	1	3	2	3	3	72	13	0
201218408150	0	1	3	2	3	3	72	13	0
201218408258	0	1	3	2	3	4	72	13	0
201218408264	0	1	3	2	3	4	72	13	0
201218408267	0	1	3	2	3	4	72	13	0
201218408361	0	1	3	2	3	6	72	13	0
201218408364	0	1	3	2	3	6	72	13	0
201218408400	0	1	2	2	1	7	72	13	0
201218408640	0	1	3	2	3	6	72	13	0
201218408673	0	1	3	2	3	4	72	13	0
201218408676	0	1	3	2	3	4	72	13	99
201218408726	0	1	3	2	3	3	72	13	2
201218408901	0	1	3	2	3	1	72	13	0
201218408904	0	1	3	2	3	1	72	13	0
201218408907	0	1	3	2	3	1	72	13	1
201218409121	0	1	3	2	3	2	72	13	0
201218409251	0	1	3	2	3	3	72	13	1
201218409254	0	1	3	2	3	3	72	13	99
201218409425	0	1	3	2	3	1	72	13	0
201218409431	0	1	3	2	3	1	72	13	0
201218409440	0	1	3	2	3	4	72	13	6
201218409440	0	1	3	2	3	4	72	13	2
201218409443	0	1	3	2	3	4	72	13	0
201218409788	0	1	3	2	3	2	72	13	0
201218409822	0	1	1	2	2	6	72	13	0
201218409824	0	1	3	2	3	6	72	13	2
201218409841	0	1	3	2	3	6	72	13	2
201218410023	0	1	3	2	3	3	72	13	0
201218410231	0	1	3	2	3	4	72	13	99
201218410234	0	1	3	2	3	4	72	13	99
201218410416	0	1	3	2	3	6	72	13	99
201218410419	0	1	3	2	3	6	72	13	0
201218410780	0	1	3	2	3	1	72	13	2
201218410780	0	1	3	2	3	1	72	13	12
201218410941	0	1	3	2	3	3	72	13	0
201218410991	0	1	3	2	3	4	72	13	0
201218411073	0	1	3	2	3	6	72	13	0
201218411076	0	1	3	2	3	6	72	13	0
201218411725	0	1	1	2	2	3	72	13	2
201218411725	0	1	1	2	2	3	72	13	12
201218411742	0	1	3	2	3	3	72	13	99
201218411748	0	1	3	2	3	3	72	13	0
201218412095	0	1	1	2	2	6	72	13	0
201218412129	0	1	3	2	3	4	72	13	0
201218412139	0	1	3	2	3	4	72	13	99
201218412159	0	1	3	2	3	4	72	13	99
201218412171	0	1	3	2	3	4	72	13	99
201218412818	0	1	3	2	3	1	72	13	0
201218413023	0	1	3	2	3	1	72	13	4
201218413026	0	1	3	2	3	1	72	13	6
201218413163	0	1	3	2	3	2	72	13	1
201218413236	0	1	3	2	3	3	72	13	0
201218413239	0	1	3	2	3	3	72	13	0
201218413310	0	1	3	2	3	4	72	13	4
201218416300	0	1	3	2	3	1	72	13	1
201218416500	0	1	3	2	3	3	72	13	0
201218416788	0	1	3	2	3	1	72	13	0
201218416788	0	2	3	2	3	1	72	13	0
201218416791	0	1	3	2	3	1	72	13	4
201218417112	0	1	3	2	3	3	72	13	0
201218417391	0	1	3	2	3	6	72	13	0
201218419006	0	1	45	2	4	4	72	13	1
201218419006	0	1	45	2	4	4	72	13	2
201218419006	0	1	45	2	4	4	72	13	3
201218419431	0	1	3	2	3	3	72	13	99
201218419789	0	1	3	2	3	2	72	13	2
201218419876	0	1	3	2	3	4	72	13	99
201218420105	0	1	3	2	3	6	72	13	0
201218420251	0	1	1	2	2	4	72	13	9
201218420375	0	1	1	2	1	3	72	13	0
201218420397	0	1	3	2	3	1	72	13	0
201218420442	0	1	1	2	2	2	72	13	12
201218420495	0	1	3	2	3	3	72	13	0
201218420668	0	1	3	2	3	3	72	13	0
201218420679	0	1	3	2	3	6	72	13	1
201218420679	0	1	3	2	3	6	72	13	2
201218420752	0	1	1	2	2	4	72	13	0
201218421207	0	1	3	2	3	1	72	13	0
201218421287	0	1	1	2	2	2	72	13	2
201218421288	0	1	3	2	3	2	72	13	1
201218421322	0	1	3	2	3	3	72	13	1
201218421322	0	2	3	2	3	3	72	13	1
201218421390	0	1	3	2	3	4	72	13	98
201218421463	0	1	1	2	2	6	72	13	4
201218421877	0	1	1	2	2	1	72	13	0
201218421975	0	1	1	2	2	4	72	13	21
201218422002	0	1	3	2	3	6	72	13	0
201218422002	0	2	3	2	3	6	72	13	0
201218422074	0	1	3	2	3	2	72	13	1
201218422074	0	1	3	2	3	2	72	13	2
201218422152	0	1	1	2	2	4	72	13	2
201218422152	0	1	1	2	2	4	72	13	21
201218422501	0	1	3	2	3	4	72	13	1
201218422620	0	1	1	2	2	2	72	13	0
201218422899	0	1	3	2	3	1	72	13	0
201218422902	0	1	3	2	3	1	72	13	98
201218423018	0	1	3	2	3	2	72	13	0
201218423088	0	1	3	2	3	3	72	13	0
201218423280	0	1	3	2	3	1	72	13	0
201218423567	0	1	3	2	3	1	72	13	0
201218423711	0	1	3	2	3	6	72	13	0
201218423791	0	1	3	2	3	1	72	13	4
201218423936	0	1	3	2	3	3	72	13	0
201218423939	0	1	3	2	3	3	72	13	0
201218424072	0	1	1	2	2	6	72	13	0
201218424147	0	1	1	2	2	1	72	13	0
201218424628	0	1	3	2	3	2	72	13	1
201218424628	0	1	3	2	3	2	72	13	2
201218424716	0	1	3	2	3	4	72	13	16
201218424772	0	1	3	2	3	6	72	13	1
201218424858	0	1	3	2	3	1	72	13	1
201218424948	0	1	3	2	3	2	72	13	3
201218425207	0	1	3	2	3	3	72	13	99
201218425359	0	1	3	2	3	6	72	13	0
201218425624	0	1	3	2	3	1	72	13	1
201218425627	0	1	3	2	3	1	72	13	0
201218425633	0	1	3	2	3	1	72	13	0
201218425868	0	1	3	2	3	2	72	13	10
201218426000	0	1	3	2	3	3	72	13	1
201218426003	0	1	3	2	3	3	72	13	0
201218426006	0	1	3	2	3	3	72	13	0
201218426278	0	1	3	2	3	6	72	13	0
201218426281	0	1	3	2	3	6	72	13	0
201218426284	0	1	3	2	3	6	72	13	0
201218426456	0	1	3	2	3	1	72	13	0
201218426459	0	1	3	2	3	1	72	13	1
201218426462	0	1	3	2	3	1	72	13	0
201218426465	0	1	3	2	3	1	72	13	0
201218426658	0	1	3	2	3	2	72	13	0
201218426661	0	1	3	2	3	2	72	13	0
201218426661	0	2	3	2	3	2	72	13	0
201218426661	0	3	3	2	3	2	72	13	0
201218426757	0	1	3	2	3	3	72	13	0
201218426760	0	1	3	2	3	3	72	13	0
201218426763	0	1	3	2	3	3	72	13	0
201218426766	0	1	3	2	3	3	72	13	1
201218426769	0	1	3	2	3	3	72	13	0
201218426874	0	1	3	2	3	4	72	13	0
201218426877	0	1	3	2	3	4	72	13	0
201218426883	0	1	3	2	3	4	72	13	0
201218427040	0	1	3	2	3	6	72	13	21
201218427463	0	1	3	2	3	1	72	13	0
201218427466	0	1	3	2	3	1	72	13	7
201218427663	0	1	3	2	3	2	72	13	5
201218427923	0	1	3	2	3	4	72	13	0
201218428247	0	1	3	2	3	3	72	13	99
201218428250	0	1	3	2	3	3	72	13	0
201218428253	0	1	3	2	3	3	72	13	0
201218428450	0	1	3	2	3	1	72	13	0
201218428595	0	1	3	2	3	3	72	13	9
201218428598	0	1	3	2	3	3	72	13	0
201218428662	0	1	3	2	3	4	72	13	0
201218428975	0	1	3	2	3	1	72	13	1
201218428979	0	1	3	2	3	1	72	13	99
201218428985	0	1	3	2	3	1	72	13	2
201218428985	0	1	3	2	3	1	72	13	10
201218428991	0	1	3	2	3	1	72	13	0
201218428997	0	1	3	2	3	1	72	13	0
201218429000	0	1	3	2	3	1	72	13	2
201218429004	0	1	3	2	3	1	72	13	1
201218429004	0	1	3	2	3	1	72	13	2
201218429004	0	1	3	2	3	1	72	13	6
201218429011	0	1	3	2	3	1	72	13	0
201218429017	0	1	3	2	3	1	72	13	99
201218429025	0	1	3	2	3	1	72	13	2
201218429025	0	1	3	2	3	1	72	13	3
201218429028	0	1	3	2	3	1	72	13	0
201218429790	0	1	3	2	3	4	72	13	0
201218429885	0	1	3	2	3	6	72	13	0
201218429969	0	1	3	2	3	1	72	13	0
201218430126	0	1	3	2	3	2	72	13	9
201218430138	0	1	3	2	3	2	72	13	0
201218430144	0	1	3	2	3	2	72	13	2
201218430144	0	1	3	2	3	2	72	13	3
201218430594	0	1	3	2	3	3	72	13	0
201218430852	0	1	10	2	5	3	72	13	0
201218430909	0	1	3	2	3	1	72	13	0
201218430912	0	1	3	2	3	1	72	13	99
201218430915	0	1	3	2	3	1	72	13	1
201218430915	0	1	3	2	3	1	72	13	2
201218431100	0	1	3	2	3	4	72	13	0
201218431132	0	1	3	2	3	4	72	13	0
201218431142	0	1	3	2	3	4	72	13	1
201218431142	0	1	3	2	3	4	72	13	2
201218431148	0	1	3	2	3	4	72	13	0
201218431151	0	1	3	2	3	4	72	13	15
201218431154	0	1	3	2	3	4	72	13	0
201218431160	0	1	3	2	3	4	72	13	0
201218431163	0	1	3	2	3	4	72	13	0
201218431190	0	1	3	2	3	3	72	13	0
201218431193	0	1	3	2	3	3	72	13	0
201218431532	0	1	45	2	4	4	72	13	21
201218431756	0	1	3	2	3	4	72	13	99
201218431759	0	1	3	2	3	4	72	13	0
201218431874	0	1	3	2	3	1	72	13	0
201218431874	0	2	3	2	3	1	72	13	0
201218431874	0	3	3	2	3	1	72	13	0
201218431877	0	1	3	2	3	1	72	13	0
201218432050	0	1	3	2	3	3	72	13	2
201218432147	0	1	3	2	3	4	72	13	0
201218432442	0	1	3	2	3	6	72	13	12
201218432448	0	1	3	2	3	6	72	13	0
201218432455	0	1	3	2	3	6	72	13	0
201218432857	0	1	3	2	3	1	72	13	99
201218432860	0	1	3	2	3	1	72	13	9
201218432863	0	1	3	2	3	1	72	13	2
201218432996	0	1	3	2	3	2	72	13	0
201218433105	0	1	45	2	4	3	72	13	0
201218433155	0	1	3	2	3	4	72	13	0
201218433161	0	1	3	2	3	4	72	13	1
201218433272	0	1	3	2	3	6	72	13	0
201218433275	0	1	3	2	3	6	72	13	0
201218433275	0	2	3	2	3	6	72	13	0
201218433484	0	1	3	2	3	3	72	13	99
201218433487	0	1	3	2	3	3	72	13	2
201218433667	0	1	3	2	3	1	72	13	0
201218433711	0	1	3	2	3	3	72	13	0
201218433737	0	1	3	2	3	4	72	13	0
201218433737	0	2	3	2	3	4	72	13	0
201218433740	0	1	3	2	3	4	72	13	1
201218433740	0	1	3	2	3	4	72	13	2
201218433860	0	1	3	2	3	1	72	13	0
201218434106	0	1	3	2	3	2	72	13	1
201218434106	0	2	3	2	3	2	72	13	1
201218434142	0	1	1	2	2	3	72	13	0
201218434433	0	1	3	2	3	3	72	13	0
201218434485	0	1	3	2	3	4	72	13	21
201218434558	0	1	3	2	3	6	72	13	1
201218434783	0	1	3	2	3	6	72	13	10
201218434818	0	1	3	2	3	1	72	13	4
201218434990	0	1	3	2	3	4	72	13	0
201218434993	0	1	3	2	3	4	72	13	0
201218435545	0	1	3	2	3	1	72	13	0
201218435611	0	1	3	2	3	2	72	13	0
201218435640	0	1	1	2	2	3	72	13	0
201218435676	0	1	3	2	3	4	72	13	0
201218436033	0	1	3	2	3	4	72	13	0
201218436076	0	1	3	2	3	6	72	13	0
201218436105	0	1	3	2	3	1	72	13	1
201218436245	0	1	3	2	3	4	72	13	0
201218436316	0	1	3	2	3	6	72	13	0
201218436367	0	1	3	2	3	1	72	13	1
201218436417	0	1	3	2	3	3	72	13	1
201218436420	0	1	3	2	3	3	72	13	0
201218436610	0	1	3	2	3	2	72	13	12
201218436682	0	1	3	2	3	3	72	13	1
201218436755	0	1	3	2	3	4	72	13	21
201218436758	0	1	3	2	3	4	72	13	0
201218436859	0	1	3	2	3	6	72	13	2
201218436859	0	1	3	2	3	6	72	13	1
201218436902	0	1	45	2	4	6	72	13	0
201218437334	0	1	3	2	3	2	72	13	0
201218437402	0	1	3	2	3	3	72	13	0
201218437497	0	1	3	2	3	4	72	13	0
201218437500	0	1	3	2	3	4	72	13	0
201218437798	0	1	3	2	3	1	72	13	0
201218437973	0	1	3	2	3	3	72	13	0
201218438083	0	1	3	2	3	4	72	13	0
201218438307	0	1	3	2	3	1	72	13	0
201218438307	0	2	3	2	3	1	72	13	0
201218438307	0	3	3	2	3	1	72	13	0
201218438307	0	4	3	2	3	1	72	13	0
201218438425	0	1	3	2	3	2	72	13	0
201218438725	0	1	3	2	3	6	72	13	0
201218439068	0	1	3	2	3	4	72	13	1
201218439229	0	1	3	2	3	1	72	13	0
201218439307	0	1	3	2	3	2	72	13	1
201218439307	0	2	3	2	3	2	72	13	1
201218439372	0	1	3	2	3	3	72	13	21
201218439375	0	1	3	2	3	3	72	13	0
201218439560	0	1	3	2	3	6	72	13	0
201218439834	0	1	1	2	1	2	72	13	0
201218439854	0	1	3	2	3	2	72	13	99
201218439923	0	1	3	2	3	3	72	13	7
201218440026	0	1	3	2	3	4	72	13	0
201218440289	0	1	3	2	3	1	72	13	0
201218440289	0	2	3	2	3	1	72	13	0
201218440349	0	1	3	2	3	2	72	13	0
201218440657	0	1	1	2	2	2	72	13	0
201218440720	0	1	3	2	3	3	72	13	0
201218440723	0	1	3	2	3	3	72	13	4
201218440795	0	1	3	2	3	4	72	13	2
201218440795	0	1	3	2	3	4	72	13	9
201218441240	0	1	3	2	3	4	72	13	3
201218441240	0	1	3	2	3	4	72	13	2
201218441243	0	1	3	2	3	4	72	13	99
201218441756	0	1	10	2	5	1	72	13	0
201218442047	0	1	3	2	3	4	72	13	0
201218442206	0	1	3	2	3	1	72	13	3
201218442468	0	1	3	2	3	4	72	13	3
201218442576	0	1	3	2	3	6	72	13	99
201218442763	0	1	3	2	3	1	72	13	99
201218442766	0	1	3	2	3	1	72	13	0
201218442769	0	1	3	2	3	1	72	13	0
201218442958	0	1	3	2	3	4	72	13	0
201218443016	0	1	3	2	3	6	72	13	0
201218443180	0	1	3	2	3	6	72	13	0
201218443461	0	1	3	2	3	2	72	13	0
201218443645	0	1	3	2	3	4	72	13	0
201218443760	0	1	3	2	3	6	72	13	0
201218489374	0	1	3	2	3	6	72	13	0
201218489439	0	1	3	2	3	4	72	13	0
201218489442	0	1	3	2	3	4	72	13	0
201218489515	0	1	3	2	3	1	72	13	99
201218489519	0	1	3	2	3	1	72	13	4
201218489601	0	1	3	2	3	3	72	13	0
201218489664	0	1	3	2	3	2	72	13	0
201218489867	0	1	3	2	3	4	72	13	0
201218489870	0	1	3	2	3	4	72	13	0
201218490044	0	1	3	2	3	3	72	13	0
201218490139	0	1	3	2	3	1	72	13	1
201218490139	0	1	3	2	3	1	72	13	2
201218490222	0	1	3	2	3	6	72	13	0
201218490273	0	1	3	2	3	1	72	13	0
201218490341	0	1	3	2	3	4	72	13	0
201218490356	0	1	3	2	3	3	72	13	1
201218490356	0	1	3	2	3	3	72	13	2
201218490673	0	1	3	2	3	6	72	13	0
201218490676	0	1	3	2	3	6	72	13	1
201218490676	0	1	3	2	3	6	72	13	2
201218490676	0	2	3	2	3	6	72	13	2
201218490676	0	2	3	2	3	6	72	13	1
201218490702	0	1	3	2	3	2	72	13	1
201218490702	0	1	3	2	3	2	72	13	2
201218490752	0	1	3	2	3	3	72	13	0
201218490757	0	1	3	2	3	3	72	13	4
201218490786	0	1	3	2	3	1	72	13	1
201218490880	0	1	1	2	1	3	72	13	0
201218490880	0	2	1	2	1	3	72	13	0
201218491080	0	1	3	2	3	6	72	13	1
201218491080	0	1	3	2	3	6	72	13	2
201218491124	0	1	3	2	3	4	72	13	0
201218491127	0	1	3	2	3	4	72	13	0
201218491140	0	1	3	2	3	3	72	13	2
201218491140	0	1	3	2	3	3	72	13	3
201218491152	0	1	3	2	3	1	72	13	0
201218491337	0	1	3	2	3	1	72	13	9
201218491365	0	1	3	2	3	2	72	13	12
201218491365	0	2	3	2	3	2	72	13	12
201218491382	0	1	3	2	3	3	72	13	2
201218491453	0	1	3	2	3	6	72	13	0
201218491456	0	1	3	2	3	6	72	13	0
201218491482	0	1	3	2	3	2	72	13	1
201218491491	0	1	3	2	3	2	72	13	0
201218491510	0	1	3	2	3	4	72	13	0
201218491710	0	1	3	2	3	1	72	13	0
201218491822	0	1	3	2	3	6	72	13	0
201218491850	0	1	3	2	3	2	72	13	3
201218491890	0	1	20	2	6	3	72	13	12
201218491893	0	1	3	2	3	3	72	13	3
201218491918	0	1	3	2	3	1	72	13	0
201218491921	0	1	3	2	3	1	72	13	0
201218491992	0	1	3	2	3	6	72	13	4
201218492010	0	1	3	2	3	2	72	13	0
201218492039	0	1	3	2	3	4	72	13	0
201218492042	0	1	3	2	3	4	72	13	0
201218492067	0	1	3	2	3	3	72	13	0
201218492073	0	1	3	2	3	3	72	13	0
201218492076	0	1	3	2	3	3	72	13	0
201218492121	0	1	3	2	3	1	72	13	4
201218492124	0	1	3	2	3	1	72	13	7
201218492186	0	1	3	2	3	1	72	13	99
201218492306	0	1	3	2	3	3	72	13	0
201218492309	0	1	3	2	3	3	72	13	0
201218492326	0	1	10	2	5	4	72	13	0
201218492344	0	1	3	2	3	4	72	13	99
201218492504	0	1	3	2	3	6	72	13	0
201218492507	0	1	3	2	3	6	72	13	0
201218492510	0	1	3	2	3	6	72	13	9
201218492690	0	1	3	2	3	4	72	13	0
201218492693	0	1	3	2	3	4	72	13	0
201218492696	0	1	3	2	3	4	72	13	2
201218492809	0	1	3	2	3	3	72	13	1
201218492812	0	1	3	2	3	3	72	13	0
201218492931	0	1	3	2	3	1	72	13	1
201218492931	0	1	3	2	3	1	72	13	12
201218492937	0	1	3	2	3	1	72	13	0
201218492940	0	1	3	2	3	1	72	13	1
201218492943	0	1	3	2	3	1	72	13	4
201218493368	0	1	3	2	3	2	72	13	1
201218493448	0	1	1	2	2	4	72	13	0
201218493454	0	1	3	2	3	4	72	13	1
201218493459	0	1	3	2	3	4	72	13	0
201218493463	0	1	3	2	3	4	72	13	0
201218493467	0	1	3	2	3	4	72	13	0
201218493471	0	1	3	2	3	4	72	13	1
201218493471	0	1	3	2	3	4	72	13	2
201218493644	0	1	1	2	2	1	72	13	0
201218493645	0	1	3	2	3	3	72	13	0
201218493648	0	1	3	2	3	3	72	13	1
201218493649	0	1	1	2	2	1	72	13	1
201218493653	0	1	3	2	3	3	72	13	1
201218493653	0	1	3	2	3	3	72	13	2
201218493659	0	1	3	2	3	1	72	13	1
201218493677	0	1	3	2	3	1	72	13	4
201218493681	0	1	3	2	3	1	72	13	0
201218493681	0	2	3	2	3	1	72	13	0
201218493857	0	1	3	2	3	1	72	13	0
201218493857	0	2	3	2	3	1	72	13	0
201218493860	0	1	3	2	3	1	72	13	0
201218493863	0	1	3	2	3	1	72	13	0
201218493866	0	1	3	2	3	1	72	13	0
201218493978	0	1	3	2	3	2	72	13	99
201218493981	0	1	3	2	3	2	72	13	1
201218493984	0	1	3	2	3	2	72	13	0
201218494025	0	1	1	2	1	3	72	13	0
201218494025	0	2	1	2	1	3	72	13	0
201218494085	0	1	3	2	3	3	72	13	0
201218494094	0	1	3	2	3	3	72	13	99
201218494097	0	1	3	2	3	3	72	13	1
201218494097	0	1	3	2	3	3	72	13	2
201218494174	0	1	3	2	3	4	72	13	5
201218494177	0	1	3	2	3	4	72	13	0
201218494180	0	1	3	2	3	4	72	13	1
201218494266	0	1	3	2	3	6	72	13	1
201218494433	0	1	3	2	3	1	72	13	0
201218494614	0	1	3	2	3	2	72	13	0
201218494837	0	1	3	2	3	4	72	13	0
201218494979	0	1	3	2	3	6	72	13	9
201218495347	0	1	3	2	3	6	72	13	2
201218495347	0	1	3	2	3	6	72	13	3
201218495555	0	1	3	2	3	3	72	13	0
201218495558	0	1	3	2	3	3	72	13	0
201218495840	0	1	1	2	2	6	72	13	0
201218495841	0	1	3	2	3	6	72	13	0
201218495844	0	1	3	2	3	6	72	13	0
201218495847	0	1	3	2	3	6	72	13	1
201218495954	0	1	3	2	3	1	72	13	2
201218496201	0	1	3	2	3	3	72	13	0
201218496204	0	1	3	2	3	3	72	13	0
201218496265	0	1	3	2	3	4	72	13	0
201218496406	0	1	3	2	3	1	72	13	0
201218496469	0	1	3	2	3	2	72	13	0
201218496557	0	1	3	2	3	4	72	13	1
201218496557	0	1	3	2	3	4	72	13	2
201218496612	0	1	3	2	3	6	72	13	1
201218496804	0	1	3	2	3	1	72	13	0
201218496810	0	1	3	2	3	1	72	13	1
201218496813	0	1	3	2	3	1	72	13	9
201218496816	0	1	3	2	3	1	72	13	0
201218496825	0	1	3	2	3	1	72	13	1
201218496825	0	1	3	2	3	1	72	13	2
201218496964	0	1	3	2	3	2	72	13	0
201218497073	0	1	3	2	3	3	72	13	0
